name,address,phone,email,website,instagram,facebook,cuisine,city,whatsapp_link,email_draft
Kesar Da Dhaba,"Chowk Passian, Amritsar",01832552141,,,,,Punjabi Thali,Amritsar,https://wa.me/911832552141?text=Hi%20Kesar%20Da%20Dhaba%2C%0A%0AI%20noticed%20Kesar%20Da%20Dhaba%20%28Punjabi%20Thali%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kulcha Land,"Ranjit Avenue, Amritsar",01835055667,,,,,Punjabi,Amritsar,https://wa.me/911835055667?text=Hi%20Kulcha%20Land%2C%0A%0AI%20noticed%20Kulcha%20Land%20%28Punjabi%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Cafe Delhi Heights Ludhiana,"Paragon Waterfront, Ludhiana",9718744033,cdhparagon@gmail.com,https://stores.cafedelhiheights.com/,,,Cafe,Ludhiana,https://wa.me/919718744033?text=Hi%20Cafe%20Delhi%20Heights%20Ludhiana%2C%0A%0AI%20noticed%20Cafe%20Delhi%20Heights%20Ludhiana%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Cafe Delhi Heights Ludhiana

Hi Cafe Delhi Heights Ludhiana,

I noticed Cafe Delhi Heights Ludhiana (Cafe) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
The Chocolate Box,"MBD Neopolis Mall, Ludhiana",01614305000,,,,,Cafe,Ludhiana,https://wa.me/911614305000?text=Hi%20The%20Chocolate%20Box%2C%0A%0AI%20noticed%20The%20Chocolate%20Box%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bakes and Beans,"Saraba Nagar, Ludhiana",01614619444,,,,,Cafe,Ludhiana,https://wa.me/911614619444?text=Hi%20Bakes%20and%20Beans%2C%0A%0AI%20noticed%20Bakes%20and%20Beans%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pinch of Spice,"Fatehabad Road, Agra",05624045252,,http://pinchofspice.in/,,,Fine Dining,Agra,https://wa.me/915624045252?text=Hi%20Pinch%20of%20Spice%2C%0A%0AI%20noticed%20Pinch%20of%20Spice%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Sheroes Hangout,"Fatehabad Road, Agra",09300139211,,http://sheroeshangout.com/,,,Cafe,Agra,https://wa.me/919300139211?text=Hi%20Sheroes%20Hangout%2C%0A%0AI%20noticed%20Sheroes%20Hangout%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Dasaprakash,"Meher Cinema Complex, Agra",05622463535,,http://dasaprakash.in/,,,South Indian,Agra,https://wa.me/915622463535?text=Hi%20Dasaprakash%2C%0A%0AI%20noticed%20Dasaprakash%20%28South%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Brown Bread Bakery,"Dashaswamedh Ghat, Varanasi",09415222218,,http://brownbreadbakery.com/,,,Bakery & Cafe,Varanasi,https://wa.me/919415222218?text=Hi%20Brown%20Bread%20Bakery%2C%0A%0AI%20noticed%20Brown%20Bread%20Bakery%20%28Bakery%20%26%20Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pizzeria Vaatika Cafe,"Assi Ghat, Varanasi",05422312039,,,,,Italian & Indian,Varanasi,https://wa.me/915422312039?text=Hi%20Pizzeria%20Vaatika%20Cafe%2C%0A%0AI%20noticed%20Pizzeria%20Vaatika%20Cafe%20%28Italian%20%26%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kashi Tea Stall,"Assi Ghat, Varanasi",09450534234,,,,,Tea Room,Varanasi,https://wa.me/919450534234?text=Hi%20Kashi%20Tea%20Stall%2C%0A%0AI%20noticed%20Kashi%20Tea%20Stall%20%28Tea%20Room%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Paradise Restaurant,"Silpukhuri, Guwahati",03612663909,,,,,Assamese,Guwahati,https://wa.me/913612663909?text=Hi%20Paradise%20Restaurant%2C%0A%0AI%20noticed%20Paradise%20Restaurant%20%28Assamese%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The GTAC Tea Lounge,Guwahati,03612229567,,,,,Tea Lounge,Guwahati,https://wa.me/913612229567?text=Hi%20The%20GTAC%20Tea%20Lounge%2C%0A%0AI%20noticed%20The%20GTAC%20Tea%20Lounge%20%28Tea%20Lounge%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Khorikaa,"Bora Service, Guwahati",09435010101,,,,,Assamese,Guwahati,https://wa.me/919435010101?text=Hi%20Khorikaa%2C%0A%0AI%20noticed%20Khorikaa%20%28Assamese%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
10 Downing Street,"DB City Mall, Bhopal",8470804805,,,,,Fine Dining,Bhopal,https://wa.me/918470804805?text=Hi%2010%20Downing%20Street%2C%0A%0AI%20noticed%2010%20Downing%20Street%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Shikha Greens,Bhopal,07554000000,,,https://www.instagram.com/shikhagreens/,,Fine Dining,Bhopal,https://wa.me/917554000000?text=Hi%20Shikha%20Greens%2C%0A%0AI%20noticed%20Shikha%20Greens%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Under The Mango Tree,"Jehan Numa Palace, Bhopal",07552661100,,,,,Fine Dining,Bhopal,https://wa.me/917552661100?text=Hi%20Under%20The%20Mango%20Tree%2C%0A%0AI%20noticed%20Under%20The%20Mango%20Tree%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Waltair Kitchen,"Siripuram, Visakhapatnam",08912722222,,,https://www.instagram.com/waltairkitchen/,,Multi-cuisine,Visakhapatnam,https://wa.me/918912722222?text=Hi%20Waltair%20Kitchen%2C%0A%0AI%20noticed%20Waltair%20Kitchen%20%28Multi-cuisine%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Dine Destiny,Visakhapatnam,08912555555,,,,,Fine Dining,Visakhapatnam,https://wa.me/918912555555?text=Hi%20Dine%20Destiny%2C%0A%0AI%20noticed%20Dine%20Destiny%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bean Board,"Ramanaidu Studios, Visakhapatnam",08912777777,,,,,Cafe,Visakhapatnam,https://wa.me/918912777777?text=Hi%20Bean%20Board%2C%0A%0AI%20noticed%20Bean%20Board%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pind Balluchi,"Biscomaun Tower, Patna",06122211111,,,,,North Indian,Patna,https://wa.me/916122211111?text=Hi%20Pind%20Balluchi%2C%0A%0AI%20noticed%20Pind%20Balluchi%20%28North%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bansi Vihar,"Frazer Road, Patna",06122223333,,,,,South Indian,Patna,https://wa.me/916122223333?text=Hi%20Bansi%20Vihar%2C%0A%0AI%20noticed%20Bansi%20Vihar%20%28South%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Soda Fountain,"Frazer Road, Patna",06122224444,,,,,Cafe,Patna,https://wa.me/916122224444?text=Hi%20The%20Soda%20Fountain%2C%0A%0AI%20noticed%20The%20Soda%20Fountain%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Peshawri,"ITC WelcomHotel, Vadodara",02652330033,,,,,North Indian,Vadodara,https://wa.me/912652330033?text=Hi%20Peshawri%2C%0A%0AI%20noticed%20Peshawri%20%28North%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
That Place,"Alkapuri, Vadodara",02652333333,,,https://www.instagram.com/thatplacevadodara/,,Multi-cuisine,Vadodara,https://wa.me/912652333333?text=Hi%20That%20Place%2C%0A%0AI%20noticed%20That%20Place%20%28Multi-cuisine%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Little Italy,"Alkapuri, Vadodara",02652334444,,,,,Italian,Vadodara,https://wa.me/912652334444?text=Hi%20Little%20Italy%2C%0A%0AI%20noticed%20Little%20Italy%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Orchard,"Rajpur Road, Dehradun",01352733333,,,https://www.instagram.com/orchard_dehradun/,,Tibetan & Asian,Dehradun,https://wa.me/911352733333?text=Hi%20Orchard%2C%0A%0AI%20noticed%20Orchard%20%28Tibetan%20%26%20Asian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Mussoorie Lights,"Rajpur Road, Dehradun",01352744444,,,,,Rooftop,Dehradun,https://wa.me/911352744444?text=Hi%20Mussoorie%20Lights%2C%0A%0AI%20noticed%20Mussoorie%20Lights%20%28Rooftop%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
First Gear Cafe,"Mussoorie Road, Dehradun",01352755555,,,,,Cafe,Dehradun,https://wa.me/911352755555?text=Hi%20First%20Gear%20Cafe%2C%0A%0AI%20noticed%20First%20Gear%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Khyber Himalayan Resort Dining,Gulmarg,01965233333,,https://khyberhotels.com/,,,Fine Dining,Gulmarg,https://wa.me/911965233333?text=Hi%20The%20Khyber%20Himalayan%20Resort%20Dining%2C%0A%0AI%20noticed%20The%20Khyber%20Himalayan%20Resort%20Dining%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Pine View Resort Restaurant,"Main Town, Gulmarg",9906971119,info@pineviewhotels.com,https://www.pineviewhotels.com/,,,Indian & Continental,Gulmarg,https://wa.me/919906971119?text=Hi%20Pine%20View%20Resort%20Restaurant%2C%0A%0AI%20noticed%20Pine%20View%20Resort%20Restaurant%20%28Indian%20%26%20Continental%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Pine View Resort Restaurant

Hi Pine View Resort Restaurant,

I noticed Pine View Resort Restaurant (Indian & Continental) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
Bakshi's Green Restaurant,Gulmarg,01965233214,,,,,Vegetarian,Gulmarg,https://wa.me/911965233214?text=Hi%20Bakshi%27s%20Green%20Restaurant%2C%0A%0AI%20noticed%20Bakshi%27s%20Green%20Restaurant%20%28Vegetarian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Welcomhotel Pine N Peak Dining,Pahalgam,01936243211,,,,,Fine Dining,Pahalgam,https://wa.me/911936243211?text=Hi%20Welcomhotel%20Pine%20N%20Peak%20Dining%2C%0A%0AI%20noticed%20Welcomhotel%20Pine%20N%20Peak%20Dining%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Dana Pani,"Main Market, Pahalgam",01936243224,,,,,Vegetarian,Pahalgam,https://wa.me/911936243224?text=Hi%20Dana%20Pani%2C%0A%0AI%20noticed%20Dana%20Pani%20%28Vegetarian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Cafe Wilo,Pahalgam,09906625611,,,,,Cafe,Pahalgam,https://wa.me/919906625611?text=Hi%20Cafe%20Wilo%2C%0A%0AI%20noticed%20Cafe%20Wilo%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
